seller_id,delivery_eligible_seller_orders,late_seller_orders,seller_late_rate,seller_late_contribution,seller_gmv,seller_late_gmv,is_low_sample
99eaacc9e6046db1c82b163c5f84869f,63,7,0.1111111111111111,0.0010691919963341989,13139.17,1697.8,False
75d34ebb1bd0bd7dde40dd507b8169c3,57,7,0.12280701754385964,0.0010691919963341989,15048.28,1609.92,False
59fb871bf6f4522a87ba567b42dafecf,123,7,0.056910569105691054,0.0010691919963341989,21708.57,1308.93,False
5058e8c1e82653974541e83690655b4a,62,7,0.11290322580645161,0.0010691919963341989,10022.82,1298.8,False
37be5a7c751166fbc5f8ccba4119e043,269,7,0.026022304832713755,0.0010691919963341989,55350.55,1221.0,False
5343d0649eca2a983820bfe93fc4d17e,70,7,0.1,0.0010691919963341989,10000.64,1150.04,False
f76a3b1349b6df1ee875d1f3fa4340f0,24,7,0.2916666666666667,0.0010691919963341989,4160.79,1113.6,True
fffd5413c0700ac820c7069d66d98c89,57,7,0.12280701754385964,0.0010691919963341989,9062.3,1097.0,False
ce7d1888639e6fb06b2749cbfdac1ff7,78,7,0.08974358974358974,0.0010691919963341989,11793.89,1020.0,False
3b15288545f8928d3e65a8f949a28291,101,7,0.06930693069306931,0.0010691919963341989,14061.79,995.92,False
71039d19d4303bf9054d69e9a9236699,35,7,0.2,0.0010691919963341989,3537.2,949.1,False
4371b634e0efc0e22b09b52907d9d469,101,7,0.06930693069306931,0.0010691919963341989,8194.0,755.0,False
01fdefa7697d26ad920e9e0346d4bd1b,128,7,0.0546875,0.0010691919963341989,14921.43,752.39,False
8b9d6eec4a7eb7d0f9d579ce0b38324d,48,7,0.14583333333333334,0.0010691919963341989,4232.54,573.85,False
669ae81880e08f269a64487cfb287169,161,7,0.043478260869565216,0.0010691919963341989,13248.87,557.99,False
e62b2d6ac10570a035a30bafcf01d263,62,7,0.11290322580645161,0.0010691919963341989,5340.39,545.1,False
9b013e03b2ab786505a1d3b5c0756754,170,7,0.041176470588235294,0.0010691919963341989,9027.4,480.36,False
50c9975695009e5e6473912e83a6d1da,50,7,0.14,0.0010691919963341989,3964.4,465.5,False
1eade46fba20122dc4aefb379f8c636b,58,7,0.1206896551724138,0.0010691919963341989,3635.37,435.82,False
3fd1e727ba94cfe122d165e176ce7967,35,7,0.2,0.0010691919963341989,2805.2,414.3,False
f0b47fbbc6dee9aafe415a6e33051b3f,67,7,0.1044776119402985,0.0010691919963341989,3795.91,319.25,False
fd386aa7bed2af3c7035c65506c9b4a3,69,7,0.10144927536231885,0.0010691919963341989,2304.15,318.32,False
643214e62b870443ccbe55ab29a4dccf,65,7,0.1076923076923077,0.0010691919963341989,3270.13,227.1,False
e59aa562b9f8076dd550fcddf0e73491,69,6,0.08695652173913043,0.0009164502825721705,31574.3,3733.8,False
8444e55c1f13cd5c179851e5ca5ebd00,92,6,0.06521739130434782,0.0009164502825721705,22873.21,2359.0,False
054694fa03fe82cec4b7551487331d74,20,6,0.3,0.0009164502825721705,9983.1,2339.1,True
66e0557ecc2b4dbea057e93f215f68d8,30,6,0.2,0.0009164502825721705,12480.0,2274.0,False
c60b801f2d52c7f7f91de00870882a75,39,6,0.15384615384615385,0.0009164502825721705,12913.5,2160.0,False
aba1721a889e04decc910aa13b768ef4,83,6,0.07228915662650602,0.0009164502825721705,14103.3,1938.0,False
2528513dd95219a6013d4d05176e391a,160,6,0.0375,0.0009164502825721705,32689.1,1519.0,False
ff1fb4c404b2efe68b03350a8dc24122,46,6,0.13043478260869565,0.0009164502825721705,6771.0,1364.0,False
b19f3ca2ea475913750f25a5c37c8d8f,19,6,0.3157894736842105,0.0009164502825721705,6202.91,1337.48,True
7f152321c60a266edc53af1925ef96c1,20,6,0.3,0.0009164502825721705,3919.8,1319.94,True
dd55f1bb788714a40e7954c3be6df745,35,6,0.17142857142857143,0.0009164502825721705,7041.76,1298.05,False
bfd27a966d91cfaafdb25d076585f0da,114,6,0.05263157894736842,0.0009164502825721705,19921.0,1170.0,False
0d85bbda9889ce1f7e63778d24f346eb,51,6,0.11764705882352941,0.0009164502825721705,4845.2,1121.9,False
048c2757535328e0d7dac690ad3c0aae,50,6,0.12,0.0009164502825721705,9264.78,1114.6,False
6ec1a01e866584bb679eb9b098345919,30,6,0.2,0.0009164502825721705,4248.91,1010.93,False
0bf0150d5b9d60d9cd2906003332f085,39,6,0.15384615384615385,0.0009164502825721705,5774.6,951.4,False
3c03b12bab54d8b37d79d914bfdb1aa0,37,6,0.16216216216216217,0.0009164502825721705,4236.34,796.56,False
